NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
,,,,100%),,,,
72,"제갈종
식",덕영에너지,"경남  창녕군  대합면  대곡리 
299-6일원","신 재 생
【SRF】",9.9,2017-08-22,2020-09-30,
73,최성권,해파랑에너지,"경북  영덕군  영해면  괴시리  산
66-1,  산67-1,  산66-5",풍력,16.8,2017-08-22,2021-09-30,
74,이영경,"봉화화 천태양
광발전소","경북  봉화군  봉화읍  화천리  산
1-1,  산1-11",태양광,60,2017-08-22,2020-08-31,
75,금윤희,다쓰테크,"전남  해남군  황산면  호동리 
909-21외  17필지",태양광,6.88,2017-08-22,2013-12-31,㈜다남솔라  흡수합병
76,김미중,"윈드로 즈이앤
씨","전남  여수시  중흥동 
1731, 
1740번지,전남  여수시  적량동 
1337번지  등  3필지","신 재 생
【 소 수
력】",8.4,2017-08-22,2020-06-30,
77,이병화,두산건설,"광주시  서구  치평동  662-1번
지  일원","신 재 생
( N G : 연 료
전지)",26.4,2017-08-22,2018-12-31,
78,이병화,두산건설,"인천시  동구  송림동  8-344  일
원","신 재 생
( N G : 연 료
전지)",39.6,2017-08-22,2018-12-31,
79,허용수,"지에스 이피에
스","경남  고성군  하일면  학림리  산
113,  산94,  산116,  산117,  산
161-1,  산166,  산169,    산170, 
산173-1,  산187,  산188,  산189, 
수양리  산56-1,  오방리  산3,  산
9,  상리면  동산리  산90-1,  산
133-2",풍력,82.5,2017-08-22,2021-04-30,
