NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
,,,로  570-10,"지  소각장 
폐열",,,,
10,조석연,한빛파워,"경기도  파주시  탄현면  금승리 
229-7  외","신재생
【고형연
료(SRF)】",9.9,2017-02-27,2019-12-31,
11,"한수원
대표",한수원,"경북  울진군  북면  덕천리  및 
고목리  일원",원자력,2800,2017-02-27,2023-12-31,
"2011-
16",정창길,한국중부발전,"충남  보령시  주교면  송학리  일
원",유연탄,2000,2017-03-20,2017-09-30,사업준비기간  연장
"2014-
21",심재원,인코테크,"강원도  강릉시  강동면  임곡리 
21","바이오매
스소각열",9.9,2017-03-20,2019-04-30,사업준비기간  연장
"2015-
45",박용원,김천풍력발전,"경북  김천시  어모면  옥계리  산
227  등지",풍력,20,2017-03-20,2018-10-31,사업준비기간  연장
"2016-
61",이관섭,한수원,"울산시  울주군  서생면  신암리 
일원","원자력
(S/T)",2800,2017-03-20,2018-09-30,사업준비기간  연장
"2016-
78",정하황,한국서부발전,"충남  태안군  원북면  발전로 
447-40","초초임계
압  관류형 
석탄보일
러(유연탄)",2100,2017-03-20,2017-06-30,사업준비기간연장
"2015-
174",손승우,"이현에프씨피
피","대구시  서구  이현동  산  117 
번지  일원","연료전지
(LNG)",25,2017-03-27,2019-10-31,사업준비기간연장
"2016-
114",송재호,케이디파워텍,"울산시  울주군  온산읍  온산로
68  S-OIL(주)  온산공장  부지 
내",폐열발전,16.2,2017-03-27,2017-06-30,사업준비기간연장
12,최용선,글로벌윈드에,강원도  양구군  해안면  오유리,풍력,90,2017-03-28,2019-12-31,
