NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
,,,"면  용산리  산160-1,  도전리  산
64,  문래리    산1,  낙천리  산50
번지  일원",,,,,
141,이인용,"고성알프스풍
력발전","강원  고성군  간성읍  흘리  일
원","신재생(풍
력)",100,2016-10-11,2019-12-31,사업준비기간연장
142,이정원,"제이더블유에
스피에스","경북  고령군  다산면  송곡리 
1049-2,3번지","바이오메
스  화력
【목질계 
(우드칩)】",9.9,2016-10-11,2017-12-31,사업준비기간  연장
143,임춘호,"자은주민바람
발전소","전남  신안군  자은면  백산리 
일원",풍력,39,2016-10-11,2017-01-31,사업준비기간  연장
144,박주원,제이파워,"경남  산청군  신등면  모례리 
산78-1,  산청읍  범학리  산31, 
척지리  산134",풍력,36.8,2016-10-12,2019-02-28,사업준비기간연장
145,김성훈,남해파워,"경남남해군서면노구리산98,산
99-2번지남상리산60-2,산60-3
번지",풍력,45,2016-10-12,2018-12-31,사업준비기간연장
13,김동휘,에이더블유피,"경북  영양군  영양읍  무창리,무
학리,기산리  및  수비면  송하리   
등지",풍력,89.1,2016-11-22,2020-12-31,사업준비기간연장
52,김광언,서진풍력,"전남  영광군  법성면  입암리 
산34번지  일원",풍력,14,2016-11-22,2018-11-30,사업준비기간연장
125,류승보,에임슨파워,"경남  양산시  상북면  좌삼리 
산54,산52,산52-1,  상삼리  산",풍력,18,2016-11-22,2019-12-31,사업준비기간연장
