NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
106,"에두아
르도메
디나산
체스","영양제2풍력
발전","경북  영양군  석보면  삼의리 
산60번지  일원",풍력,34,2016-08-30,2016-12-31,"주식취득(악시오나->GS
이앤알)"
107,김흥식,삼척풍력발전,"강원  삼척시  근덕면  궁촌리 
산310임  일원",풍력,138.6,2016-08-30,2018-12-31,
108,위대호,"제주사랑에너
지",제주시  구좌읍  덕천리  산82,태양광,"20.00
43",2016-08-29,2018-07-31,
109,위대호,"제주사랑에너
지",제주시  구좌읍  덕천리  산82,태양광,"20.00
43",2016-08-29,2018-07-31,
110,위대호,"제주사랑에너
지",제주시  구좌읍  덕천리  산82,태양광,"20.00
43",2016-08-29,2018-07-31,
111,"양홍석,
우혁재","빛고을운정태
양광발전소","광주시  북구  운정동  627번지
외  5필지",태양광,4,2016-08-29,2017-08-31,
112,"양홍석,
우혁재","빛고을운정태
양광발전소","광주시  북구  운정동  627번지
외  5필지",태양광,4,2016-08-29,2017-12-31,
113,주환오,"부산그린에너
지","부산시  해운대구  해운대로 
896","신재생(연
료전지)",30.8,2016-08-30,2017-03-31,사업준비기간연장
114,송재호,케이디파워텍,"울산시  울주군  온산읍  온산로
68  S-OIL(주)  온산공장  부지 
내",폐열발전,16.2,2016-08-30,2016-09-30,사업준비기간연장
115,손수길,"대륜그린에너
지",경기  양주시  옥정동  840-1,"신재생(연
료전지)",10,2016-08-30,2017-12-31,사업준비기간연장
116,진경화,삼척에너지,"강원  삼척시  동양길20  (사직
동)",스팀터빈,19.7,2016-08-30,2019-08-31,사업준비기간연장
