NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
,,전,"금정면  연소리,  연보리  일원",,,,,
59,김기홍,아이블루솔라,"경남  양산시  상북면  내석리  산 
193-3외 
4필지(산193-3, 
산
213,  산231-1,  산234-1, 
  산
235)",태양광,18.32,2017-07-04,2020-06-30,
60,정수현,현대건설,"충남  서산시  부석면  창리  620, 
621,마룡리  981번지",태양광,65,2017-07-04,2020-05-31,
61,하영봉,GS에너지,"경기도  김포시  향촌읍  학운리 
3379(학운2일반산업단지)","신 재 생
( N G : 연 료
전지)",40,2017-07-04,2020-12-31,
62,김용진,한국동서발전,전남  여수시  월내동  1393,"신 재 생
【 목 질 계 
바 이 오 매
스】",105,2017-07-04,2020-06-30,
63,이병화,두산건설,"서울시  강서구  마곡동  91번지 
일원","신 재 생
( N G : 연 료
전지)",30.8,2017-07-04,2018-12-31,
64,서준열,"더블류 티이목
포","전남  목포시  대양동  797번지
(목포대양산단A14블록)","신 재 생
【 생 활 ․ 산
업  등  폐
기 물 ( 비 성
형SRF  포
함)】",29.9,2017-07-04,2019-05-31,"발전원  일부  변경,  사업
준비기간연장"
65,김재종,동진풍력발전,"강원도  평창군  대관령면  유천
리  산1번지  일원",풍력,147,2017-07-04,2019-05-31,
