NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
146,송용욱,"빛고을연료전
지","광주시  서구  치평동  764-2
번지  외  6필지","신재생(연
료전지)",12.5,2015-11-03,2016-10-31,
147,김성채,금호석유화학,"전남  여수시  율촌면  율촌 
제1산업단지內","신재생에
너지(바이
오매스
(WCF))",29.9,2015-11-03,2018-12-31,"용량변경,  공급전압변경"
148,김영건,에스디오,"강원  고성군  토성면  도원리 
산1  외  6필지",풍력,15,2015-11-02,2018-12-31,
149,장주옥,한국동서발전,"경북  영천시  화북면  정각리 
산6-1,  산218-3,  포항시  죽
장면  두마리  산84,  85,  98, 
99  일원",풍력,40,2015-11-02,2018-09-30,
150,이상운,효성,"경북  포항시  남구  구룡포읍 
석병리  산62번지  외  12필지",풍력,66,2015-11-02,2019-01-31,
151 박근식,,영광풍력발전,"전남  영광군  백수읍  하사리,
약수리,  염산면  축동리,신성
리,송암리  일원",풍력,80.5,2015-11-02,2018-09-30,
152,기찬수,원동풍력,"경남  양산시  원동면  내포리 
산1-1일원,  화제리  산371, 
산372-1일원",풍력,38.4,2015-11-02,2017-09-30,"양수인가,  용량변경,  사
업준비기간  연장"
153,김양곤,동해그린풍력,"경북  포항시  남구  호미곶면 
강사리  산199-1일원",풍력,38.4,2015-11-02,2018-12-31,
154,장주옥,한국동서발전,"강원도  양양군  현남면  하월
천리  산1-1번지,  상월천리 
산1-1번지,  현북면  어성전리",풍력,20,2015-11-02,2018-09-30,
