NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
159,,,45,"이오매스 
우드칩)",,,,변경
"2016-
6",변상현,단양에너지,"충북  단양군  매포읍  우덕리 
360번지","폐열회수
(한일시멘
트  소성
로)",29.3,2017-12-29,2019-12-31,준비기간연장
"2016-
56",윤상영,하사미,"강원도  태백시  하사미동  산
219-2,  산485-6,  산485-7,  산
485-9",풍력,18,2017-12-29,2019-12-31,준비기간연장
"2017-
31",정주호,"평창운 두령풍
력","강원도  평창군  용평면  노동리 
산1-2",풍력,27.6,2017-12-29,2019-12-31,준비기간연장
"2016-
162",정태연,"영동연료전지
발전","강원도  고성군  토성면  원암리 
427-1",풍력,5,2017-12-29,2019-12-31,준비기간연장
"2016-
163",정태연,"영동연료전지
발전","강원도  정선군  임계면  가목리 
산8-1",풍력,5,2017-12-29,2019-12-31,준비기간연장
