NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
,,링,22-6외  2필지,형SRF  등),,,,싸이클링)
97,이종식,명지에너지,"부산시  강서구  명지동 
607-641일원","신재생(바
이오  고형
연료
/Wood 
Chip)",9.9,2016-08-30,2019-04-30,"양수인가(양도자:  코오롱
글로벌)"
98,김리하,청송에코윈드,"경북  청송군  안덕면  근곡리, 
노래리,  부남면  감연리,  대전
리,  현동면  도평리,  인지리,  파
천면  신흥리,  부동면    지리  일
원",풍력,97.2,2016-08-30,2020-05-31,
99,김국희,웅진풍력발전,"강원  정선군  사북읍  사북리 
산160-3번지  일원",풍력,60,2016-08-30,2018-06-30,
100,조우진,영월에코윈드,"강원  영월군  상동읍  구래리 
산1-35번지,  산1-37번지  일원",풍력,79.2,2016-08-30,2019-12-31,
101,이영복,주원에너지,"강원  삼척시  하장면  판문리 
산42",풍력,3.3,2016-08-30,2018-12-31,
102,공진표,윈이엔에스,"경북  영덕군  영해면  대진리 
산55,  산57,  산59,  산35",풍력,13,2016-08-30,2018-07-31,
103,김영건,에스알피,"전남  여수시  화정면  백야리 
산253번지  일원",풍력,19.8,2016-08-30,2019-03-31,용량변경(12-->19.8MW)
104,김근안,"태백귀네미풍
력발전","강원  태백시  하사미동  산
220-3일원",풍력,20,2016-08-30,2017-06-30,"양수인가(양도자:한국남
부발전)"
105,김문수,양양풍력발전,"강원  양양군  현남면  하월천리 
산1-1  일원",풍력,40,2016-08-30,2019-02-28,"양수인가(양도자:한국동
서발전)"
