NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
180,김응식,GS파워,"경북  경주시  천북면  화산리 
1180-16,  1180-21,  오야리  산
10-3번지",풍력,7.05,2017-01-05,2017-07-31,대표자변경
179,강욱호,"경주산 업단지
풍력발전","경북경주시강동면왕신리산
47-1,산46-4,산46-2,산45-3,산
42-2번지",풍력,7.05,2017-01-16,2017-12-31,"대표자변경및사무실소재
지변경"
67,채태평,하늘과에너지,"전북  전주시  덕진구  팔복동3가 
478-1","고형연료
(SRF)",9.9,2017-01-23,2019-03-31,양수인가
1,윤창운,코오롱글로벌,,충북  진천군  광혜원면  광혜원 신 재 생 ( 바 9.9,,2017-01-23,2019-12-31,
