NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
"2013-
102",정해주,대관령풍력,"강원도  평창군  대관령면  횡계
리  산1-1",풍력,23.1,2017-10-24,2019-10-31,사업준비기간  연장
"2015-
80",이남진,해다미,"경기도  화성시  송산면  마산리 
416-15번지","신재생
(Bio-SRF)",9.9,2017-11-13,2019-01-31,사업의  내용  변경
91,장기태,"가덕대항주민
바람","부산시  강서구  대항동  산13-2
번지  일대",풍력,19.2,2017-11-13,2019-09-30,
92,"구영임, 
이정욱","홍천율전풍력
발전","강원도  홍천군  내면  율전리  산
188-2,  산182,  산  183,  산184, 
산185번지",풍력,84,2017-11-13,2020-06-30,
93,박정학,명성파워그린,"강원도  원주시  판부면  신촌리 
산80,  금대리  산120번지",풍력,39,2017-11-13,2020-06-30,
94,윤찬국,"무안햇빛발전
소","전남  무안군  운남면  연리 
1126-10,  1126-77,성내리 
560-12,  560-13",태양광,30,2017-11-13,2020-10-31,
95,이인규,"이촌태양광발
전","전남  해남군  현산면  구시리  산 
183-7번지,  산  183-17,  산
183-18",태양광,25,2017-11-13,2019-09-30,
96,이영천,"현대에코에너
지","충남  서산시  부석면  창리  620, 
621,마룡리  981번지",태양광,65,2017-11-13,2020-10-31,양수인가
97,이기경,태환윈드파워,"강원도  평창군  대관령면  유천
리  산143,  용산리  산174,  산
142,  수하리  산1,  진부면  호명
리  산41,    산77-1,  송정리  산
77-2,  봉산리  산1번지",풍력,66,2017-11-13,2021-01-31,
98,박유순,그린에너지발,강원도  태백시  창죽동  9-167,풍력,37.4,2017-11-13,2019-09-30,양수인가
