NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
185,이정원,"제이더블유솔
라파크","전남  해남군  황산면  한자리 
23-11외  3필지",태양광,21.78,2015-12-22,2016-12-31,사업준비기간  연장
186,이정원,"제이더블유에
너지","전남  해남군  황산면  한자리 
23-4외  7필지",태양광,17.82,2015-12-22,2016-12-31,사업준비기간  연장
187,진경수,"대산열병합발
전","충남  서산시  대산읍  대죽리 
39번지  일원","열병합(유
연탄)",50.7,2015-12-22,2019-06-30,사업준비기간  연장
188,"김광주 
최성돈",아이씨솔라,"인천시  동구  송현3동  147 
일원",태양광,9.9,2015-12-28,2016-12-31,사업준비기간  연장
