NO,대표자,"상 호
(사업자)",발전소 위치,원동력,"용량
(MW)","허가및변
경일","사업
준비기간","기타
(변경사항)"
,,,,"연탄,Wood 
Pellet)",,,,
105,장영진,디에스파워,"경기오산시황새로149번길
55(누읍동)","열병합발
전",460.1,2015-08-26,2016-03-31,사업준비기간  연장
106,이규환,"효성윈드파워
홀딩스","강원  강릉시  왕산면  대기4
리  일원",풍력,26,2015-08-27,2017-06-30,"사업준비기간  연장  및 
대표자  변경"
107,문성환,"삼양사  울산공
장","울산시  남구  장생포로  285
번길","열병합발
전",3.7,2015-08-31,2016-01-31 용량변경(8-->3.7MW),
108,하영봉,GS  E&R,"경북  구미국가산업단지  제
1,2,3단지","열병합발
전",98.1,2015-08-31,2015-08-31 용량변경,
109,윤화식,춘천에너지,"강원  춘천시  동산면  봉명리 
동춘천  일반산업단지  內","열병합발
전",422.4,2015-08-31,2016-12-31,"양수인가(포스코건설-->
춘천에너지)"
110,최신묵,가이아에너지,"전남  곡성군  겸면  곡순로 
1672(상덕리  515)","신재생(바
이오매스)",9.5,2015-08-31,2017-12-31,"양수인가(가이아--->가이
아에너지)"
111,서준열,"더블류티이목
포","전남  목포시  대양동  797번
지","신재생(폐
기물:생활,
음식,슬러
지  등)",15,2015-08-31,2017-12-31,
112,신봉균,"대구그린연료
전지","대구시  동구  율암동  산5번
지  일원","신재생(연
료전지)",100,2015-08-31,2018-12-31,
113,원남희,명성환경,광주시  서구  매월1로  50-4,"폐기물  보
일러  소각
열",4.3,2015-08-31,2017-09-30,
114,장주옥,한국동서발전,"경북  포항시  남구  장기면 
두원리  산162임,  산162-1임,",풍력,20,2015-08-31,2017-12-31,
