cleaned_type,capacity_MW,address,cleaned_approval_time,company,owner
wind,82.5,"경남  고성군  하일면  학림리  산113,  산94,  산116,  산117,  산161-1,  산166,  산169,    산170, 산173-1,  산187,  산188,  산189, 수양리  산56-1,  오방리  산3,  산9,  상리면  동산리  산90-1,  산133-2",2017-08-01,지에스 이피에스,허용수
wind,39.6,"강원도  삼척시  도계읍  상덕리 산1,  구사리  산51,  산26,  심포리  산113-1번지  일원",2017-08-01,코오롱글로벌,윤창운
wind,45.6,충북  단양군  영춘면  장발리  산134-1번지  일원,2017-08-01,청송에너지,서경순
wind,126.0,"강원도  양구군  해안면  만대리, 월산리,  이현리,  후리  일원,  인제군  서화면,  가전리,  심적리 일원",2017-09-01,글로벌 윈드에너지,최용선
wind,40.0,부산시  해운대구  중동  591-15번지  해상,2017-09-01,지윈드스카이,이용우
wind,30.0,강원도  정선군  임계면  임계리 산8번지  일원,2017-09-01,씨스포빌,박상무
wind,39.0,강원도  삼척시  가곡면  오목리 산21번지,2017-09-01,명성파워그린,박정학
wind,300.0,전남  신안군  자은도  서측  공유수면  해상(①  위도 : 34°53′②25.90″/경도:125°54′32.57″ 위도:34°53′28.72″/경도:125°56′ 24.00″  ③위도:34°50′51.25″/경도:125°56′29.84″④위도:34°49′22.18″/경도:125°55′51.47″⑤위도:34°49′16.00″/경도:125°51′49.27″),2017-09-01,포스코에너지 ,윤동준 
wind,96.0,전남  신안군  자은도  북동쪽  공유수면  해상(①위도:34°  58′36. 45″/경도:126°  00′20.  19″  ②위도:34° 58′36. 45″/경도:126° 03′27.  52″  ③위도:34°  57′12. 95″/경도:126° 00′20. 19″  ④ 위도:34°  57′12.  95″/경도:126° 03′27.  52″),2017-09-01,SK  E&S,유정준
wind,42.0,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",2017-09-01,대명에너지,서종현
wind,10.8,경북  청도군  금천면  소천리  산100-1  일원,2017-09-01,청도브리즈,박요셉
wind,72.0,경북  의성군  옥산면  감계리  산27번지(황학산)일원,2017-09-01,에스케 이디앤디,함 스 테판윤성
wind,19.2,부산시  강서구  대항동  산13-2번지  일대,2017-11-01,가덕대항주민바람,장기태
wind,84.0,"강원도  홍천군  내면  율전리  산188-2,  산182,  산  183,  산184, 산185번지",2017-11-01,홍천율전풍력발전,"구영임, 이정욱"
wind,39.0,"강원도  원주시  판부면  신촌리 산80,  금대리  산120번지",2017-11-01,명성파워그린,박정학
solar,30.0,"전남  무안군  운남면  연리 1126-10,  1126-77,성내리 560-12,  560-13",2017-11-01,무안햇빛발전소,윤찬국
solar,25.0,"전남  해남군  현산면  구시리  산 183-7번지,  산  183-17,  산183-18",2017-11-01,이촌태양광발전,이인규
wind,66.0,"강원도  평창군  대관령면  유천리  산143,  용산리  산174,  산142,  수하리  산1,  진부면  호명리  산41,    산77-1,  송정리  산77-2,  봉산리  산1번지",2017-11-01,태환윈드파워,이기경
wind,39.0,"전북  김제시  광활면  창제리(1478-11,  1480-16,  1483-27, 1479-5,  1481-11,    1485-10, 1276,  1297,  1207-11,  1131, 1281,  1194,  1207-3)",2017-11-01,창신풍력,윤선우
gas,100.0,강원도  동해시  구호동  223번지(북평국가산업단지  內),2017-11-01,한국동서발전,한국동서발전사장
bioenergy,5.0,전북  완주군  봉동읍  완주산단1로  229,2017-11-01,엔프로텍,고원영
bioenergy,5.5,경기도  연천군  청산면  초대로 246,2017-11-01,씨에스에너지,전원태
bioenergy,15.0,대구시  달서구  성서공단남로 129(월암동),2017-11-01,리클린대구,김종호
others,9.5,전남  무안군  청계면  송현리  산78-5,2017-11-01,ES무안,신경수
wind,92.4,"경북  경주시  감포읍  오류리  산 320번지  외  4필지(산  41,  산 52-1,  산  236-4,산  243-2)",2017-11-01,파인드그린,한태식
wind,42.0,"강원도  삼척시  하장면  어리  산63,  산65-2,  산105,  산104,  산122,  산122-3,  산93-1,    산94, 산65-3,  산85-1,  산104-4,  산36번지",2017-11-01,명진풍력발전,김재종
wind,38.0,강원도  평창군  진부면  상월오개리  산97-1일원,2017-11-01,동성,"김장수, 김흥식"
solar,9.515,전북  익산시  금마면  동고도리 산  34-3외  22개필지,2017-11-01,성원,김태중
solar,6.0,전남  신안군  안좌면  내호리  일원,2017-11-01,농업회사법인 스마트팜,김창휘
others,5.0,제주시  한경면  용수리  전역  3 km  해역,2017-11-01,선박해양플랜트연구소,서상현
others,19.8,서울시  강동구  고덕동  10-4 (고덕동),2017-11-01,에스케이건설,조기행
others,6.5,전북  군산시  내초동  201-7,2017-11-01,군산그린에너지센터,최환재
others,9.9,전남  영광군  홍농읍  성산리  산1번지,2017-11-01,영광열병합발전,김현남
wind,60.4,전라남도  순천시  승주읍  도정리  산55  번지  등,2017-11-01,바랑산풍력,윤선우
wind,19.25,강원도  태백시  창죽동  산1-172번지,2017-12-01,삼수풍력발전,미쯔오카히데노리
solar,98.0,"전남  해남군  산이면  상공리 1147,  1156번지,구성리  653, 651,  650번지  일원",2017-12-01,솔라시도태양광발전,이성오
wind,9.5,"경남  양산시  어곡동  산342-1, 산340,  산282,  산2-1번지",2017-12-01,아시아드티앤디,송영범
wind,19.2,부산시  강서구  동선동  산74-2번지  일원,2017-12-01,가덕풍력,황영식
wind,42.0,"강원도  삼척시  도계읍  상덕리 산1-2번지,  황조리  산159번지, 신리  산138번지  일원",2017-12-01,비에스에너지,신상일
solar,50.0,경북  의성군  점곡면  송내리  산 60-1외  2필지,2017-12-01,점곡태양광발전소,강형주
others,19.2,제주특별자치도  제주시  구좌읍 동복리  산56-34번지  일원,2017-12-01,제주특별자치도,원희룡
others,9.9,전북  새만금  농생명용지  5공구내(BL  173-2),2017-12-01,한국동서발전,사장
wind,45.0,전북  김제시  광활면  창제리 1381-12번지  등,2017-12-01,삼현풍력,윤선우
bioenergy,9.9,경북  영덕군  지품면  삼화리  산 바이오에 155,2018-01-01,영덕그린에너 지,이종은 
wind,60.0,"경북  포항시  남구  오천읍  진전리  산31,  산27,  산6-1,장기면 산서리  산335번지",2018-01-01,케이에스파워,김정희
solar,45.0,충남  태안군  이원명  포지리 1249번지  일원,2018-01-01,한국서부발전,정영철
solar,25.0,"전남  해남군  현산면  구시리  산225-12번지  일원(구시리  산 225-12,  356-3,  356-4,  356-6, 356-7,  356-8,  704-1,  704-5, 고현리  산  40-1)",2018-01-01,이촌태양광발전,이인규
wind,30.0,"강원도  정선군  정선읍  북실리 산50,  산55,  산56,  산28번지  일원",2018-01-01,코포스,최규석
wind,21.0,"전남  순천시  승주읍  월계리  산51,  산56번지",2018-02-01,에스씨에너지,서진영
wind,4.2,전남  순천시  서면  비월리  산127-1임,2018-02-01,에이치원에너지,이혜정
wind,32.0,전남  신안군  하의면  후광3리(장병도)  산50번지  일원,2018-03-01,제이에스파워,김승경
wind,16.8,강원도  평창군  봉평면  진조리 산80-9번지,2018-03-01,대관령풍력 ,정해주 
gas,11.44,"대전시  유성구  원신흥동 524-4,  100  외(LH  대전에너지사업단  내)",2018-03-01,서브원,이규홍
gas,19.8,인천시  서구  금곡동  457  일원,2018-03-01,아이에코에너지,임희재
gas,80.0,"충북  진천군  덕산면  용몽리 282,  합목리  321번지",2018-03-01,제주에너지개발,김형남
bioenergy,35.0,울산시  울주군  온산읍  우봉길 3-36,2018-03-01,무림P&P,김석만
wind,12.3,전남  영광군  백수읍  하사리 3038번지(백수로3길  132-1)외 공유수면  일원,2018-03-01,전남테크노파크,김병일
wind,60.0,"전남  영암군  서호면  금강리  일원(산90,  산99,  905,  933,  972, 999,  1031,  1067,    1114,  1147, 745-1,  951,  982,  1024,  1051, 1108,  태백리  804,  820,  835, 566-1)",2018-03-01,태금풍력,윤선우
wind,45.0,"전남  순천시  월등면  계월리  산 149-2,  산3-2,  산150-2",2018-03-01,대율풍력 ,장동진 
solar,50.0,충북  충주시  앙성면  중전리  산35외  190필지,2018-03-01,한으뜸태양광,유수현
solar,19.996,전북  진안군  정천면  모정리 471-11번지  일원,2018-03-01,한국수자원공사,이학수
solar,5.0,경기  과천시  막계동  338외  71필지,2018-03-01,시민햇빛발전소,허기무
solar,5.0,경기  과천시  막계동  258외  70필지,2018-03-01,시민햇빛발전소,허기무
wind,50.4,전남  영광군  염산면  두우리 1105번지  일원,2018-05-01,기림에너지,민동성
solar,91.0,전남  신안군  임자면  대기리 32-11외  32필지,2018-05-01,해솔라에너지,추정례
wind,18.0,강원도  태백시  창죽동  9-183 등  24필지(매봉산  일원),2018-05-01,한국중부발전,한국중부발전사장
wind,16.0,"강원도  양구군  남면  원리  산2-1,  산1-1,  산110,  도촌리  산1번지  일원",2018-05-01,산해그린에너지,이희승
wind,60.0,"전남도  순천시  승주읍  두월리 산221,  산222,  산229",2018-05-01,신두풍력 ,김명주 
gas,19.8,서울시  강동구  아리수로  131,2018-05-01,서울  암사연료전지  발전사업,조기행
solar,330.0,충남태안군안면읍중장리57-20외198필지,2018-05-01,쏠팩,이재호
solar,9.798,충남  당진시  석문면  교로3리 1026외  203필지,2018-05-01,당진에코파워,정진철
wind,30.4,강원도  영월군  상동읍  덕구리 산10-14일원,2018-05-01,동성,"김장수, 김흥식"
wind,6.9,충북  제천시  백운면  운학리  산285-1번지,2018-05-01,대관령풍력,정해주
wind,14.4,전남  무안군  해제면  대사리  산3번지  일원,2018-05-01,대사리풍력,정의헌
wind,46.0,"경북  영덕군  강구면  상직리  산 73,  산74,  산97,  산99,  산101, 산110,  산111,  산114-1,    산145-1,  산143,  산145-2",2018-05-01,대한그린에너 지,박근식 
wind,60.0,"전남  곡성군  죽곡면  신풍리  산5,  산1-1,  산1-3,  산69,  산21, 산22,  산23  봉정리  산152,    산153-1,  산166,  산185,  산186, 산189,  산195",2018-05-01,천지에너지,백정수
wind,18.0,경북  영덕군  지품면  옥류리  산144번지(사유지),2018-05-01,영덕지품,김두리
gas,39.6,경기도  남양주시  다산동  5583 일원,2018-05-01,LG  CNS,김영섭
wind,4.6,경북  포항시  남구  호미곶면  구만리  산38,2018-06-01,가덕풍력,이상준
solar,5.0,"전북  군산시  자유무역3길  19(오식도동  502-1),  KHE  공장 건물지붕  위",2018-06-01,새만금솔라에너지,문용주
solar,70.0,강원도  홍천군  북방면  북방리 산53-21  외  58필지,2018-06-01,북방태양광발전소,하영복
solar,4.173,경기도  화성시  송산면  칠곡리 17-24  외  15필지,2018-06-01,KC솔팜1호,나건현
wind,60.0,강원도  영월군  상동읍  천평리 산26-4번지,2018-06-01,더윈에너지,조용기
others,7.97,"인천시  중구  북성동1가  6-39, 6-145",2018-06-01,선창산업,김영환
others,19.8,경남  양산시  동면  석산리 640-28  외  남양산톨게이트  內,2018-06-01,경동도시가스,나윤호
others,9.6,인천시  서구  백범로  934번길 23,2018-06-01,호랑에너지,오대환
wind,42.0,"전남  영암군  영암읍  학송리  산16,  농덕리  산46,  한대리  산45, 산53,  산55-15,  산55-3",2018-07-01,SM영암파워,이흥섭
wind,99.0,경북  영덕군  남정면  양성리  산45-1번지  일원,2018-07-01,신영덕풍력발전,장금옥
wind,58.8,경북  영덕군  남정면  원척리  산 16-1번지  일원,2018-07-01,영덕주민바람,박병진
wind,12.6,전남  순천시  삼거동  산209,2018-07-01,에스씨에너지,서진영
wind,99.0,강원도  삼척시  가곡면  풍곡리 산128-63번지,2018-08-01,히든파워 에너지,이동건
wind,19.8,전남  순천시  낙안면  창녕리  산113번지  외  10필지,2018-08-01,서순천풍 력발전,박범진
gas,150.0,제주시  서귀포  안덕면  화순해안로  106,2018-08-01,한국남부발전,사장
others,11.5,울산광역시  남구  여천로  228,2018-08-01,울산이앤피,주승환
others,9.9,대구광역시  달성군  다사읍  다사로 799(대구그린에너지센터 內),2018-08-01,지에스건설,임병용
gas,30.0,경남  양산시  물금읍  범어리 2762-6(부산대학교  양산캠퍼스 내),2018-08-01,LG  CNS,김영섭
others,9.6,인천시  서구  백범로  934번길 23,2018-08-01,호랑에너지,오대환
others,20.0,충북  영동군  용산면  한곡리  영동산업단지  BL  13-1,2018-08-01,다온에프씨,신성용
others,5.28,전북  군산시  외항6길  67  서안주정  유휴부지내,2018-08-01,서안연료전지,김낙서
solar,5.6,"충남  서산시  대산읍  대죽2로 15, 8동(석고보드3호기  지붕 위)",2018-08-01,케이씨씨,"정몽진, 정몽익"
solar,25.0,"전남  해남군  현산면  구시리  산 183-7,  183-16번지",2018-08-01,이촌태양 광발전,이인규
wind,7.5,경북  포항시  남구  오천읍  진전리  산88-1번지,2018-08-01,동국에스앤씨,양승주
solar,4.022,인천시  강화군  길상면  장흥리 146  일원,2018-09-01,한국농어촌공사,최규성
solar,4.022,인천시  강화군  송해면  숭뢰리 68  일원,2018-09-01,한국농어촌공사,최규성
solar,8.019,충남  천안시  동남구  목천읍  서 흥리  418  일원,2018-09-01,한국농어촌공 사,최규성 
wind,136.0,"울산시북구정자항앞공유수면(N35.64746502E129.47190939,N35.64064826E129.49628527,N35.62064787E129.49198129,N35.60967738E129.47165186)",2018-09-01,에스케이건설,조기행
others,100.0,충북  보은군  삼승면  우진리  보은산업단지  16-1  BL,2018-09-01,보은그린에너지,김형남
gas,10.0,강원도  강릉시  사천면  산대월리  540번지,2018-09-01,제이에스이엔디,한소진
gas,20.0,강원도  강릉시  사천면  산대월리  540-2번지,2018-09-01,제이에스이엔디,한소진
bioenergy,24.9,충남  서산시  대산읍  대죽리 753-13  내,2018-09-01,서해열병합발전,이준상
wind,84.0,강원도  강릉시  왕산면  대기리 산3번지  일원,2018-09-01,동국S&C,양승주
wind,49.8,"전남영광군염산면두우리공유수면일원(N35˚12'33.41""E126˚18'16.79"",        N  35˚12'41.81"" E  126˚18'21.78"",  N  35˚12'39.96""  E      126˚18'25.86"", N  35˚12'36.04""  E  126˚18'42.65"",  N      35˚12'35.43""  E 126˚18'50.81"",  N  35˚12'12.24"" E126˚18'44.34"",N35˚12'12.24""E126˚14'55.97"",    N 35˚13'51.17""  E      1126˚14'48.59"",    N      35˚13'12.03"" E  126˚17'55.00"",  N  35˚13'05.38""  E      126˚17'57.65"", N  35˚13'02.70""  E  126˚18'01.32"",    N  35˚12'43.68""  E 126˚17'58.35"",  N      35˚12'40.89""  E  126˚17'56.27"",  N 35˚12'38.08""  E  126˚17'57.18"",     N  35˚12'35.96""  E  126˚18'00.30"",  N  35˚12'33.40""  E     126˚18'14.74"")",2018-09-01,대한그린에너지 ,박근식 
wind,151.2,"전남영광군낙월면송이리,염산면두우리공유수면일원(N35˚16'53.10""E126˚16'25.95“,N35˚14'51.36""E126˚16'27.03"",N35˚14'48.96""E126˚10'13.00"",N35˚16'50.69""E126˚10'11.76"")",2018-09-01,씨더블유엔알이,이점영
solar,40.0,경북  의성군  의성읍  철파리  산58-1일원(21필지),2018-09-01,청암에너지,장진출
solar,34.0,전남  여수시  율촌면  신풍리 13-56외  전면  애양원  공유수 면,2018-09-01,지에스건설 ,임병용 
solar,10.0,인천시  강화군  교동면  고구리 73  일원,2018-10-01,한국농어촌공사,최규성
solar,17.002,인천시  강화군  교동면  난정리 306일원,2018-10-01,한국농어촌공사,최규성
wind,36.0,경남  거제시  남부면  저구리  산128-1번지  일원,2018-10-01,저구풍력발전,하태봉
wind,99.0,"전북  군산시  옥도면  관리도, 방축도,  횡경도일원",2018-10-01,군산에코이엔지,문택주
solar,100.0,전남  신안군  증도면  대초리 1671번지  외  32필지,2018-10-01,신안증도태양광,손일선
gas,14.4,전북  완주군  봉동읍  장구리 578-6(테크노밸리산업단지내),2018-10-01,테크노그린,안효중
others,7.3,경기도  이천시  호법면  중부대로  798번길  128,2018-10-01,이천뉴파워,권혁영
others,9.5,서울시  노원구  덕릉로  70길 99,2018-10-01,노원뉴파워,황금연
coal,5.5,대전시  대덕구  문평동로48번길  125,2018-10-01,동양환경,이근규
others,5.5,경기도  양주시  남면  삼일로485번길  67-22,2018-10-01,동양그린에너지,금미숙
wind,93.15,"전남  화순군  동복면  유천리  산22,  신율리  산5,  가수리  산102번지  일원",2018-11-01,동복에너지,이오숙
gas,20.0,경남  함안군  군북면  여명로 310,2018-11-01,비에이치아이,우종인
gas,7.8,경기도  안성시  금광면  신양복리  434,2018-11-01,성월에너지,전찬범
solar,6.56,"충남  아산시  탕정면  명암리 1305,  1330,  1331(코닝  정밀소재공장  1,2단지  지붕위  및  주차장)",2018-11-01,아산신재생복합발전,류준우
gas,40.0,전북  군산시  군산산단로  160,2018-11-01,국제해양에너지,이홍열
wind,148.5,"전남완도군완도읍망석리해상일원(34°17‘03.37˝N,126°46'50.68˝E/34°17'02.05˝N,126°43'11.76˝E/34°16'36.09˝N,126°43'12.00˝E/34°15'44.37˝N,126°43'43.74˝E/34°15'45.13˝N,126°45'48.80˝E/34°16'37.41˝N,126°46'50.90˝E)",2018-11-01,완도해상풍력,강종식
wind,200.0,전남  완도군  금일읍  사동리 845임  지선  남쪽    해상(34.27656101/127.01961310/34.27708429/127.05225102/34.25919401/127.06354475/34.24113118/127.06395862/34.22272304/127.04262716/34.22254897/127.03175482/34.26752987/127.01982491),2018-11-01,한국남동발전,한국남동발전(주)사장
others,7.0,경기도  수원시  영통구  영통로 383,2018-11-01,수원뉴파워,서정열
solar,19.944,전남  영암군  서호면  엄길리 1345,2018-11-01,해도리태양광발전소,박영실
others,5.5,전북  정읍시  하북동  857-3(정읍제2산단),2018-12-01,명일환경,염범태
wind,40.0,"강원도  평창군  대관령면  횡계리  산1-137,  산1-140,  산302번지",2018-12-01,평창에코파워,이기경
wind,90.0,강원도  양구군  해안면  현리  산1번지  일원,2019-01-01,평화에너지,변주섭
wind,39.0,경북  영천시  임고면  수성리  산11-1번지  일원,2019-01-01,지케이윈드,김경수
solar,60.0,"전남  고흥군  두원면  학곡리 1618번지  일원(720,000㎡)",2019-01-01,한국남동발전,사장
solar,79.994,"충남  서산시  대산읍  화곡리 1843,  운산리  2423,  2615번지 일원",2019-01-01,한국동서발전,박일준
solar,40.0,"경북  군위군  군위읍  대흥1길 48-148외  27필지(731,564㎡)",2019-01-01,지앤이파트너스,이상득
solar,90.0,전남  신안군  안좌면  내호리  및 구대리  일원(총  201필지),2019-01-01,안좌스마트팜앤쏠라시티,김창휘
solar,17.0,충남  태안군  안면읍  창기리 209-335번지  일원,2019-01-01,한국서부발전,김병숙
solar,22.0,충남  태안군  안면읍  중장리 2080-1번지  일원,2019-01-01,한국서부발전,김병숙
wind,354.48,"전남  영광군  낙월면  안마도,  송이도  일원  공유수면(위도 35°20'5.45""N  경도   126°6'15.74""E,위도 35°19'50.63""N  경도 126°8'39.28""E,위도   35°21'27.42""N  경도 126°9'46.11""E,위도 35°23'11.20""N  경도   126°10'25.43""E,위도 35°24'13.30""N  경도  126° 6'42.23""E,위도  35°24'40.97""N   경도  126°7'26.09""E,위도 35°24'25.64""N  경도  126° 9'28.54""E)",2019-01-01,명운산업개발 ,김강학 
wind,40.0,"강원도  정선군  화암면  백전리 81-2,  산457,  산465,  산486,  산487,  산493,  산511",2019-01-01,그린에너지발전,이상득
solar,20.0,"충남  서산시  대산읍  운산리  2423,  2615번지  일원",2019-03-01,한국농어촌공사,김인식
solar,20.0,전남  고흥군  두원면  학곡리  1618번지  일원,2019-03-01,한국농어촌공사,김인식
solar,20.0,제주도  서귀포시  표선면 가시리  산  136외  15필지,2019-03-01,서귀포사랑,탁민
solar,20.0,제주도  서귀포시  표선면 가시리  산  136외  11필지,2019-03-01,아시아그린에너지,최정욱
solar,20.0,제주도  서귀포시  표선면 가시리  산  133외  24필지,2019-03-01,가시리사랑,민경탁
solar,20.0,제주도  서귀포시  표선면 가시리  산  133외  9필지,2019-03-01,표선발전태양광,최윤이
wind,352.0,"경남통영시욕지면동항리및서 항 리 외 항 3 k m 앞 해 상(34°39'55.98""N/128°7'40.21""E,34°39'46.28""N/128°8'17.78""E,34°39'31.33""N/128°8'52.12""E, 34°39'11.86""N/128°9'21.50""E,34°38'47.30""N/128°9'46.48""E,34°38'19.30""N/128°10'4.61""E,34°37'50.01""N/128°10'15.22""E,34°37'16.25""N/128°10'18.69""E,34°36'43.43""N/128°10'14.37""E,34°36'13.79""N/128°10'1.87""E,34°35'45.91""N/128°9'43.74""E,34°35'21.50""N/128°9'16.12""E,34°35'4.00""N/128°8'48.15""E,34°34'50.60""N/128°8'20.16""E,34°34'42.97""N/128°7'45.39""E,34°35'4.39""N/128°7'40.17""E,34°35'29.21""N/128°7'33.12""E,34°35'47.64""N128°7'9.72""E,34°36'3.47""N/128°7'36.26""E,34°36'32.33""N/128°7'28.97""E,34°37'0.51""N/128°7'27.03""E, 34°37'27.45""N/128°7'37.35""E,34°38'15.27""N/128°7'7.66""E34°38'44.28""N/128°7'23.25""E,34°39'9.85""N/128°7'29.50""E,34°39'31.60""N/128°7'51.74""E)",2019-03-01,욕지풍력 ,이광열 
gas,19.8,경기도  화성시  남양읍  북양리  산51번지,2019-03-01,삼천리,유재권
others,19.8,전남  여수시  산단중앙로 275(여수국가산단  內),2019-03-01,대림에너지,김상우
bioenergy,29.9,경북  영주시  장수면  갈산리  1067  외(갈산일반산업단지  內),2019-03-01,대림에너지,김상우
solar,22.0,전남  신안군  안좌면  자라리  816번지외  11필지,2019-03-01,빛솔라에너지,정경원
gas,15.0,강원도  동해시  구호동  230번지(북평국가산업단지  內),2019-03-01,한국동서발전,박일준
solar,400.0,전남  해남군  문내면  용암리  1308외  190필지,2019-04-01,한국남동발전,사장
solar,90.0,전북  군산시  오식도동  앞 공유수면  매립지(1구역),2019-04-01,새만금개발공사,강팔문
solar,90.0,전북  군산시  오식도동  앞 공유수면  매립지(2구역),2019-04-01,새만금개발공사,강팔문
solar,90.0,전북  군산시  오식도동  앞 공유수면  매립지(3구역),2019-04-01,새만금개발공사,강팔문
solar,72.0,"전남  무안군  현경면  동산리 1141, 1142, 1143, 1144,  1145,  1146,  1146-1,   1147",2019-04-01,무안솔라파크,백종관
solar,8.0,"전남  무안군  현경면  동산리  1146,  1146-1,  1147",2019-04-01,유당솔라,최용훈
wind,218.4,"전남  영광군  낙월면  안마군도  서측 4km앞  해상(35°22' 9.00""N   1 2 5 ° 5 8 ' 4 0 . 1 0 "" E 3 5 ° 1 8 ' 2 1 . 0 0 "" N 1 2 5 ° 5 8 ' 4 0 . 1 0 "" E 3 5 ° 1 8 ' 2 1 . 0 0 "" N   1 2 5 ° 5 7 ' 3 4 . 0 0 "" E 3 5 ° 1 8 ' 5 9 . 0 0 "" N 1 2 5 ° 5 6 ' 5 4 . 0 0 "" E 3 5 ° 2 1 ' 3 1 . 0 0 "" N   125°56'54.00""E 35°22' 9.00""N  125°57'34.00""E)",2019-04-01,안마해상풍력,하경호
solar,18.112,제주도 서귀포시 남원읍 위미리  2360  외  15필지,2019-04-01,에스케이디앤 디,함스테 판윤성
solar,3.64302,"세종특별시  전의면  운주길 14,  한라홀딩스,  세종물류센터  지붕위",2019-04-01,디엠솔라,정두운
bioenergy,9.9,강원도  강릉시  강동면  모전리  253  및  254-1~2번지,2019-04-01,인코테크,심재원
wind,396.8,"전남신안군도초면우이도리남동측해상No.1125°48’2.89“34°33’16.89“,No.2125°49’35.50“34°27’23.05“,No.3125°50’39.54“34°27’34.53“,No.4125°52’19.86“34°28’52.02“,No.5125°56’20.04“34°29’34.92“,No.6125°55’15.95“34°33’41.10“,No.7125°52’21.95“34°33’ 10.02“,No.8125°52’8.66“34°34’0.91“,",2019-05-01,한화건설 ,최광호 
wind,16.0,"전 남 신 안 군 지 도 읍 어 의 리(어의도해상)NO.135°08′12.00″N,126°13′57.00″E,NO.235°07′45.50″N,126°13′57.00″E",2019-05-01,신안어의풍력발전,이원옥
solar,90.0,전남  영광군  묘량면  월암리  726-1  일원,2019-05-01,케이이앤,윤석호
solar,41.88,전남  신안군  상태동리  산 151-8번지  일원,2019-05-01,퍼시피코에너지코리아,조동욱
gas,60.7,충남  서산시  대산읍  대죽리  775-1  일원,2019-05-01,대산연료전지,진경수
gas,19.8,충북  청주시  흥덕구  산단로  149(SK케미칼  청주공장 내),2019-05-01,에스케이디앤디,함  스테판  윤성
gas,19.8,경기도  연천군  청산면  궁평리  612-2번지,2019-05-01,연천전곡그린에너지,이성경
gas,19.8,충북  보은군  삼승면  우진리  보은   일반산업단지내(17-1블록),2019-05-01,보은꿈나무그린에너지,이한일
gas,40.2,전북 군산시 가도안2길 연료전지( 23(오식도동),2019-05-01,연료전지에너 지,이성기 
gas,99.9,울산시  울주군  온산읍  원산리  919-10,2019-05-01,에프알피에너지,최민식
gas,9.68,부산시 강서구 명지동 607-641(명지  집단에너지부지내),2019-05-01,부산도시가스,김영광
gas,6.16,대전시  유성구  복용동  산22-55,2019-05-01,한국서부발전,김병숙
gas,39.9,충북  제천시  왕암동  1413번지(제2산단부지내),2019-05-01,제천그린에너지,한경환
gas,40.0,전북  군산시  산단남북로 70번지(국가산업단지),2019-05-01,무주에코랜드,손성배
gas,9.85,부산시 강서구 송정동 1662-9,2019-05-01,위니스트,조경애
solar,60.0,"강원도  정선군  임계면  임계리  산526,  산542,  산542-1,  산586-1,  산586-5번지",2019-06-01,비디아이,안승만
wind,40.0,"강원도  춘천시  동면  평촌리  산37-1,  신이리  산98-1, 품안리  산53-1",2019-06-01,지앤이파워,이상득
wind,30.4,"강원도  삼척시  하장면  어리  산120,  산119,  산142, 산138,  산137,  대전리  산34,  판문리   산120,  산147-2,  산158  일원",2019-06-01,동성,"김장수,김흥식"
solar,3.8,경북  김천시  어모면  산업단지로39(김천공장 북측 지붕),2019-06-01,케이씨씨,"정몽진, 정몽익"
solar,15.0,"부산시  강서구  르노삼성대로 61,  르노삼성자동차주 식회사  공장부지내  주차장 및  건물지붕",2019-06-01,부산명지태양광발전 ,박종옥 
solar,95.0,"전남  고흥군  포두면  남촌리  996,  송산리  1636,  길두리 2625, 오취리 1148,1151, 옥강리   1489,1491",2019-06-01,고흥신에너지,박근수
solar,70.0,제주특별자치도  서귀포시 남원읍  수망리  산  178외 18필지,2019-06-01,제이원,김민규
solar,60.0,"전남  여수시  율촌면  신풍리  808-12외  전면  수면  및 율촌  2산단,  여수국가산단 사이  수로",2019-06-01,지에스건설,임병용
gas,24.0,전남  강진군  성전면  송학리  845-5(강진산단  內),2019-06-01,에스디에프씨,오형식
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-2,2019-06-01,지엘,임상수
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-1,2019-06-01,지엘홀딩스,우혁재
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-5-3,2019-06-01,해룡그린파워,김진섭
gas,10.12,"강원도  횡성군  우천면  문암리  117,  118,  119-3,산37-12,산37-14",2019-06-01,빅솔라,강우순
gas,10.12,"강원도  횡성군  우천면  문암리  117,  118,  119-3,  산37-12,  산37-14",2019-06-01,앤피피,노승일
gas,10.12,"강원도  횡성군  우천면  문암리  117,  118,    119-3,산37-12,  산37-14",2019-06-01,코엠퓨얼셀,천병권
gas,10.0,전북  완주군  봉동읍  장구리  583-13 (완주테크노밸리  일반산업단지),2019-06-01,레나인터내셔널에너지,이종조
gas,39.9,"경기도  연천군  청산면  궁평리  618,  619번지",2019-06-01,연천백학그린에너지,이성경
solar,2100.0,"전북  새만금  방조제  내측 공유수면(02지구, 03지구, 04지구)",2019-07-01,한국수력원자력 ,정재훈 
wind,42.0,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",2019-07-01,곡성그린풍력발전,장찬현
wind,36.0,"강원도  태백시  하사미동 산195-1,  조탄동  산55  일원",2019-07-01,태백가덕산풍력발전,홍동표
