cleaned_type,capacity_MW,address,cleaned_approval_time,company,owner
wind,399.0,전남  신안군  자은도  서쪽 공유수면(34°54’34.74”  N 125°44’42.30”  E 34°54’44.68”    N 125°50’10.96”  E 34°53’31.14”  N 125°44’14.62”  E 34°53’42.95”  N 125°50’43.14”    E 34°52’26.16”  N 125°44’21.74”  E 34°52’38.96”  N 125°50’43.10”  E 34°51’30.73”    N 125°44’59.45”  E 34°52’40.81”  N 125°50’10.52”  E 34°52’43.91”  N 125°46’08.56”    E 34°50’50.49”  N 125°49’06.64”  E),2021-02-01,에스케이이엔에스 ,유정준 
solar,32.99,전남  신안군  안좌면  내호리  653번지  외  60필지,2021-02-01,그린테크시티,김희수
solar,39.99,리  240번지  외  85필지,2021-02-01,그린테크시티 전남  신안군  안좌면  대우 ,김희수 
gas,19.8,충남  아산시  둔포면  염작리  92-28,2021-02-01,둔포그린에너지,박성윤
gas,15.0,경북  포항시  남구  대송면 대각리  산168-1,2021-02-01,한솔스틸,이충환
bioenergy,9.9,강원도  태백시  장성동  산3-2  일원,2021-02-01,한국지역난방공사,황창화
others,19.8,전남  목포시  대양동 1182-2(대양일반산업단지 50블록),2021-02-01,태염에너지,박명기
wind,240.0,"전남해남군문내면무고리인근공유수면(NO.01(34°41'19.61""N,126°15'16.26""E),NO.02(34°41'12.80""N,126°14'51.68""E)   NO.03(34°37'58.88""N,     126°14'54.62""E), NO.04(34°37'38.87""N, 126°15'02.68""E)   NO.05(34°37'41.83""N,     126°15'40.75""E), NO.06(34°37'55.95""N, 126°16'00.37""E)   NO.07(34°38'52.23""N,     126°15'48.02""E), NO.08(34°40'13.21""N, 126°15'25.59""E))",2021-03-01,궁항해상풍력발전 ,김인배 
wind,504.0,"충남태안군근흥면석도/난도중간북방해상(125°48'12.64117""E   36°47'59.67967""N   125°42'35.90098""E   36°45'01.40650""N   125°51'09.70773""E   36°44'22.86833""N   125°45'33.13507""E   36°41'24.72671""N)",2021-03-01,태안풍력발전,추병원
gas,40.0,충남  아산시  둔포면  관대리  53-12번지  일원,2021-03-01,효성에너지,조현수
gas,20.0,경기  용인시  처인구  포곡읍  금어리  16번지  일원,2021-03-01,케이에너지,권현철
solar,36.0,전남  신안군  증도면  대초리  1653번지  외  10필지,2021-03-01,신안증도태양광,윤정원
gas,15.0,경북  문경시  신기동  942번지  일원,2021-03-01,한국서부발전,김병숙
gas,9.0,"충남  천안시  동남구  목천읍  소사리  141-3,  137-6, 145-7",2021-03-01,한국서부발전,김병숙
gas,39.0,충남  금산군  추부면  신평리  873-16,2021-03-01,디에스티,김윤기
others,19.8,부산광역시  금정구  회동동 555-4,2021-03-01,부산다이나믹에너지,이호석
others,19.8,전북  군산시  비응도동 36-23(군산2국가산업단지내),2021-03-01,에스지씨에너지,박준영
gas,500.0,경남  함안군  법수면  강주리  1360-3  일원(군북일반 산업단지  내),2021-03-01,한국중부발전 ,박형구 
wind,14.4,"강원도  삼척시  도계읍  점리  산47,  산44-2,  늑구리 산242",2021-03-01,건의풍력발전,노광철
wind,39.2,강원도  정선군  백전리  산272번지  일원,2021-03-01,지앤이윈드파워,이;상득
solar,60.0,충남  태안군  원북면  방갈리  796번지  일원,2021-03-01,한국서부발전,김병숙
others,6.2,강원도  강릉시  강동면  임곡리  산25번지(강릉시자원순환센터  부지  내),2021-03-01,강릉시청,강릉시장
gas,19.8,강원도  태백시  동점동  동점산업단지  블록  3-4(태백시  동점산업단지내),2021-03-01,티비에너지,김동현
gas,19.8,"경북  경주시  강동면  왕신리  산36,  37",2021-03-01,경주그린연료전지,정부환
bioenergy,27.0,강원도  강릉시  옥계면  산계리  8번지(라파즈한라시멘트  공장부지  내),2021-04-01,엘아이케이파워,박근범
gas,1000.0,"전남  여수시  월내동  280, 1393",2021-04-01,한국동서발전,박일준
gas,500.0,,2021-04-01,한국서부발전 전남  여수시  묘도동  2016,김병숙
others,39.6,산업단지  B-05,2021-04-01,한국수소발전 경남  하동군  금남면  대송 ,이현동 
wind,90.0,"경북  포항시  남구  오천읍 갈평리  산272번지,  진전리 산127번지  일원",2021-04-01,영일신재생에너지,정헌섭
wind,45.0,"강원도  삼척시  도계읍  점리  산182-1,  흥전리  산92-1,  전두리  산67번지  일원",2021-04-01,흥진풍력발전,김재종
others,19.8,경남  함안군  가야읍  사내리  1254(사내일반산업단지 내),2021-04-01,함안그린에너지,양병선
others,96.8,전남  강진군  신전면  용화리  129-3  등  (25필지),2021-04-01,강진에너지,정성욱
wind,400.0,전남  여수시  거문도  동측 20km  공유수면(문섬인근),2021-05-01,문도풍력,윤의순
nuclear,2800.0,경북  울진군  북면  울진북로  2040,2021-05-01,한수원,사장
others,5.5,경기도  양주시  남면  삼일로485번길  67-22,2021-05-01,동양그린에너지,금미숙
bioenergy,9.9,강원도  강릉시  강동면  모전리  253  및  254-1~2번지,2021-05-01,인코테크,심재원
wind,84.0,"경북  봉화군  명호면  관창리  산60-2,  산60-3,  산166, 산170,  산175-4,  산186,  산198",2021-05-01,티에스에너지3호,윤정택
others,14.0,광주  광산구  연산동  평동3차  일반산업단지  산업  7-7블록,2021-05-01,라온에너지,김연호
gas,19.8,충남  당진시  송악읍  금곡리  322-9  포함  6필지,2021-05-01,더블유에너지,위재성
others,20.0,울산  울주군  온산읍  방도리  583,2021-05-01,울산수소발전,박찬용
gas,100.32,경남  창원시  성산구  귀곡동  558,2021-05-01,하이창원퓨얼셀,이철웅
gas,20.24,경기  안산시  단원구  첨단로  670,2021-05-01,한국서부발전,박형덕
gas,290.0,울산시  남구  황성동  처용로  718  일원,2021-05-01,SK케미칼,이문석
wind,224.0,"경남통영시욕지면동항리좌사리도일원공유수면(34˚33´25.54˝N,128˚17´15.49˝E       34˚34´43.73˝N,  128˚21´43.04˝E          34˚34´47.07˝N,  128˚17´41.28˝E       34˚35´  0.39˝N,  128˚20´27.20˝E          34˚35´46.93˝N,  128˚18´53.11˝E 34˚32´53.23˝N,  128˚19´46.38˝E            34˚35´47.98˝N,  128˚22´  7.88˝E       34˚33´23.04˝N,  128˚17´53.24˝E        34˚34´13.94˝N,  128˚23´39.21˝E        34˚32´  0.57˝N,  128˚18´11.05˝E       34˚32´13.77˝N,  128˚23´26.83˝E        34˚30´48.93˝N,  128˚21´17.82˝E          34˚32´45.00˝N,  128˚21´  4.90˝E       34˚31´21.81˝N,  128˚18´26.29˝E)",2021-06-01,현대건설 ,윤영준 
wind,200.0,"전남  신안군  임자면(임자도)  남서측  해상  일원(35°03'13.18"" 125°55'23.18""   35°02'20.79"" 125°54'57.97"" 35°01'36.95"" 125°54'54.42""   35°00'53.25"" 125°55'05.60"" 35°00'03.22""  125° 55'40.79""    35°00'05.17"" 125°59'28.53"" 35°02'13.59"" 125°58'26.07""   35°03'14.23"" 125°57'22.96"")",2021-06-01,임자해상풍력 ,이용걸 
wind,40.0,강원도  삼척시  원덕읍  산양리  산1,2021-06-01,지앤이윈드파워,이상득
wind,36.0,경북  울진군  울진읍  신림리  산234-1번지  일원,2021-06-01,한국신림풍력발전,김영신
wind,60.0,"경북  포항시  남구  장기면 산서리  산255번지,  경주시 양북면  권이리  산2,  3번지 일원",2021-06-01,더윈에너지,최동호
gas,1000.0,울산광역시  남구  용잠로 623,2021-06-01,한국동서발전,김영문
gas,500.0,충남  보령시  오천면  오천 해안로  89-37  보령발전본부  내,2021-06-01,한국중부발전 ,김호빈 
wind,256.0,"전남  여수시  삼산면  초도리  일원  공유수면(34°10'38.34""N 127°14'47.51""E 34°10'26.02""N 127°17'3.03""E 34°11'58.32""N 127°18'41.21""E 34°14'18.59""N 127°17'57.58""E 34°14'0.33""N 127°16'57.96""E 34°12'14.75""N 127°17'2.39""E 34°11'26.07""N 127°16'7.17""E)",2021-06-01,다도오션윈드팜,"한승수,황의정"
wind,40.0,"경북  봉화군  춘양면  우구치리  산1-70,  산1-19",2021-07-01,지앤이에너지,이상득
wind,40.0,"강원도  삼척시  근덕면  매원리  산75,  산82,  산184, 산288",2021-07-01,지앤이윈드파워,이상득
wind,504.0,울산  동측  60km  앞  공유수면,2021-07-01,귀신고래해상풍력발전2호(,"최우진,신정원"
others,9.68,경기  화성시  향남읍  방축리  467,2021-07-01,한국서부발전,박형덕
others,39.6,"경기  용인시  처인구  남동 524-5,  530-1",2021-07-01,용인연료전지냉난방,정우성
others,9.3,경기  이천시  설성면  자석리  135,2021-07-01,파스템그린에너지,박재권
wind,36.0,강원  영월군  북면  마차리 산1-1,2021-07-01,지앤이윈드파워,이상득
wind,20.9,"강원도  고성군  현내면  마달리  산3번지,  산5번지,  철통리  산63번지  일원",2021-07-01,대명에너지,서종현
others,30.0,"강원도  고성군  간성읍  교동리  산2,  산3",2021-07-01,고성하이드로솔루션,박관숙
others,19.8,경남  하동군  금남면  대송리  대송산업단지  A9-2,2021-07-01,경남큐에스에프,양원돈
others,19.96,전북  익산시  낭산면  용기리  1946,2021-07-01,유진연료전지발전,고진옥
others,4.58,울산  남구  여천동  321,2021-07-01,엘에스일렉트릭,박용상
wind,33.0,경북  포항시  북구  청하면 명안리  산24번지  외7필지,2021-09-01,가목윈드캠퍼스,황의정
others,19.8,"충북  음성군  음성읍  한벌리  산52,  산54-1",2021-09-01,피데스연료전지,김기동
gas,8.0,"울산광역시  울주군  삼남읍 상천리  427-130,  427-474, 427-527,  427-174, 427-251,    427-478",2021-09-01,한국동서발전,김영문
gas,20.1,경북  영덕군  영덕읍  매정리  1161번지  일원,2021-09-01,영덕에코파워,김화준
gas,9.6,경남  거제시  연초면  오비리  산6-2번지,2021-09-01,한국서부발전,박형덕
gas,19.8,강원도  태백시  동점동  동점산업단지  블록  3-6(동점산업단지내),2021-09-01,동점그린에너지,정려안
gas,290.0,충남  서산시  대산읍  대죽리  640-6  현대오일뱅크  대산공장,2021-09-01,현대이앤에프,김명현
wind,320.0,"인천시  중구  용유동(용유무의동)  남서측 인근  공유수면(37°24‘33.45""N126°14‘18.19""E37°24‘52.16""N126°14‘52.62""E37°25‘10.87""N126°15‘27.06""E37°25‘29.58""N126°16‘01.51""E37°25‘48.29""N126°16‘35.96""E37°26‘06.99""N126°17 ‘10.41""E37°26‘25.69""N126°17‘44.87""E37°23‘45.64""N126°14‘33.82""E37°24‘04.35""N126°15‘08.25""E37°24‘23.06""N126°15‘42.68""E37°24‘41.76""N126°16‘17.12""E37°25‘00.47""N126°16‘51.57""E37°25‘19.17""N126°17‘26.02""E37°25‘37.87""N126°18‘00.47""E37°25‘56.57""N126°18‘34.93""E37°22‘57.82""N126°14‘49.44""E 37°23‘16.53""N126°15‘23.86""E37°23‘35.24""N126°15‘58.29""E37°23‘53.95""N126°16‘32.73""E37°24‘12.65""N126°17‘07.17""E37°24‘31.35""N126°17‘41.61""E37°24‘50.05""N126°18‘16.06""E37°25‘08.74""N126°18‘50.52""E37°25‘27.44""N126°19‘24.98""E37°22‘28.72""N126°15‘39.47""E37°22‘47.43""N126°16‘13.90""E37°23‘0 6.13""N126°16‘48.33""E37°23‘24.83""N126°17‘22.76""E37°23‘43.53""N126°17‘57.20""E37°24‘02.23""N126°18‘31.65""E37°24‘20.92""N126°19‘06.10""E37°24‘39.61""N126°19‘40.55""E37°21‘40.90""N126°15‘55.07""E37°21‘59.61""N126°16‘29.49""E37°22‘18.31""N126°17‘03.92""E37°22‘37.01""N126°17‘38.35""E37°22‘55.71""N126 °18‘12.79""E37°23‘14.40""N126°18‘47.23""E37°23‘33.10""N126°19‘21.67""E37°23‘51.79""N126°19‘56.12""E)",2021-10-01,한국남동발전 ,유향열 
wind,296.0,"전남  진도군  조도면 가사도리  공유수면( 34°30'39.00""N126° 2'10.06""3 4 ° 3 0 ' 3 7 . 5 1 "" N 1 2 5 ° 5 9 ' 5 7 . 1 5 "" E 34°30'9.98""N125°59'23.88""34°28'48.67""N125°58'55.38""E 34°27'51.78""N125°59'58.88""34°27'52.26""N126° 1'5.25""E34°28'20.17""N126° 1'38.62""E  34°29'15.94""N126° 1'37.56""E 34°29'15.09""N126° 2'10.60""E)",2021-10-01,가사도해상풍력 ,백정수 
gas,19.8,울산  울주군  청량읍 상개로 63-76,2021-10-01,울산에코에너지,양승군
gas,19.8,경북  안동시  상아동 산3-3,2021-10-01,상아대성연료전지,문감사
wind,18.0,"경북  의성군  옥산면 금봉리  산13,  산20, 산22",2021-10-01,지앤이윈드파워,이상득
solar,14.911,"제주도  서귀포시  표선면 가시리 3604 등 9개필지(3649, 3646, 3645,  3644,  3652-1,  3652-2, 3652-3, 3668-1)",2021-10-01,한국남부발전 ,이승우 
others,19.8,전남  여수시  율촌면 신풍리 5-5번지,2021-10-01,(유)금덕,강태훈
others,19.8,전남  여수시  율촌면 신풍리 5-6번지,2021-10-01,(유)금덕,강태훈
others,19.8,전남  영암군  삼호읍 난전리 1689-3,2021-10-01,하이영암,정유일
gas,19.8,대구광역시 달서구 달서대로210(대천동774) 일원,2021-10-01,엘에스일렉트릭,박용상
gas,20.24,부산광역시 강서구 명지동 3043일원(부산 에코델타시티  집단에너지부지 내),2021-10-01,부산도시가스,구태고
wind,152.0,"전남  여수시  남면  금오도 인근  해상(공유수면)34° 27'    37.27""  N  127°  46' 21.03""  E  34°  27'  35.25"" N  127°  45'    21.64""  E  34° 27'  57.18""  N  127°  44' 13.55""  E  34°  28'    32.22"" N  127°  43'  28.64""  E  34° 28'  56.00""  N  127°  42'   40.17""  E  34°  29'  28.52"" N  127°  42'  26.66""  E  34° 30'    02.79""  N  127°  42' 21.72""  E  34°  30'  37.09"" N  127°  42'    25.63""  E  34° 31'  14.26""  N  127°  42' 40.69""  E",2021-11-01,디엘에너지 ,김상우 
wind,200.0,울산시  울산항  동측  58km 앞  공유수면(WTG.01 (35°24′48.42″N  130°2′57.08″E)  /    WTG.07 (35°25′14.41″N  129°56′52.73″E)  WTG.20  (35°26′53.89″N  129°57′2.38″E)  /   WTG.25  (35°27′39.29″N 129°58′7.98″E)  WTG.21 (35°27′21.99″N  130°2′11.03″E)  /    WTG.14 (35°26′27.91″N  130°3′6.90″E)),2021-11-01,동해부유식해상풍력발전 ,자크에티엔질엠마누엘미쉘 
solar,40.0,"충남  태안군  고남면  장곡리  783-1외  6필지,  안면읍 중장리  2300-1외  13필지",2021-11-01,태안그린에너지,송상호
gas,512.0,충남  서산시  대산읍  독곶 2로  50,2021-11-01,씨지앤대산전력,"이상진,차이우장"
gas,1120.0,경남  고성군  하이면  덕호리  889-6,2021-11-01,한국남동발전,김회천
bioenergy,19.64,전북  전주시  완산구  삼산길  51-70,2021-11-01,태영건설,이재규
gas,19.8,"경기  화성시  송산면  사강리  256-2,  256-11",2021-11-01,송산그린에너지,이지영
gas,40.0,"충남  아산시  둔포면  관대리 53-3,4,5,9,10,12,14,122-9",2021-11-01,케이팜에너지,권현철
solar,3.2,충남  보령시  주교면  관창리  1224-1  관창일반산업단지  내,2021-11-01,한국중부발전,김호빈
others,40.4,광주시  광산구  고룡동  산56-16,2021-11-01,광주진곡퓨얼셀,김덕환
others,19.8,리  1689-3,2021-11-01,영암그린파워 전남  영암군  삼호읍  난전 ,유병주 
gas,19.8,"강원도  고성군  간성읍  금수리  산9-5,  9-6",2021-11-01,테라와트발전,박용섭
gas,9.0,경북  칠곡군  약목면  복성리  750,2021-11-01,에스케이디앤디,함  스테판  윤성
gas,19.8,울산시 북구 효암로 84-13,2021-11-01,대원에스앤피,공정식
wind,352.0,"전남  고흥군  도양읍  시산도  해상    일원(34°23'12.36""N127°09'57.21""E34°22'50.25""N,   27°10'26.07""E34°22'07.07""N,  127°10'29.70""E 34°21'06.94""N,   127°11'52.65""E 34°19'57.20""N, 127°12'14.02""E   34°20'16.52""N, 127°13'19.83""E 34°19'59.70""N,   127°12'35.01""E 34°20'41.48""N, 127°13'58.34""E   34°21'12.38""N, 127°14'30.54""E 34°21'50.21""N,   127°14'50.00""E 34°22'31.01""N, 127°14'56.15""E   34°23'11.79""N, 127°14'50.05""E)",2021-12-01,시산해상풍력 ,이정주 
wind,640.0,"전남  여수시  삼산면  손죽리  역만도  일원    해상(34°13'32.14997""N127°21'43.78735""E34°13'26.43323""N127°22'11.97672""E   34°13'06.23575""N 127°23'01.36124""E 34°12'46.54977""N   127°23'29.94218""E 34°12'29.92071""N 127°23'47.32902""E 34°12'04.00381""N   127°24'06.49976""E 34°11'45.92230""N 127°24'15.66419""E   34°11'22.06962""N 127°24'23.35336""E 34°10'47.25847""N   127°24'26.60600""E 34°10'15.61299""N 127°24'21.66401""E   34°09'21.11590""N 127°23'53.08985""E 34°08'49.06760""N   127°23'18.51173""E 34°08'28.97915""N 127°22'43.01626""E   34°08'14.89615""N 127°21'58.75551""E 34°08'10.68243""N 127°21'26.66370""E 34°08'10.24677""N 127°21'07.30747""E   34°08'12.02835""N 127°20'42.57077""E 34°08'15.12750""N   127°20'24.05470""E 34°08'18.73781""N 127°20'09.31932""E   34°08'33.40590""N 127°19'30.86511""E 34°09'00.97958""N   127°18'49.78364""E 34°09'28.92136""N 127°18'24.22187""E 34°09'59.83251""N   127°18'06.99428""E 34°10'54.71312""N 127°17'56.57110""E   34°12'36.83565""N 127°18'42.61242""E 34°13'05.22606""N   127°19'20.10552""E 34°13'29.62010""N 127°20'24.90328""E   34°13'34.22677""N 127°21'04.01292""E)",2021-12-01,다도오션윈드팜 ,"한승수,황의정 "
wind,216.0,"전남  여수시  삼산면  초도리  일원    공유수면(34°12'43.65""N127°12'57.94""E34°12'04.55""N127°13'14.59""E34°10'35.77""N127°13'35.08""E34°10'30.58""N127°13'55.97""E34°10'38.18""N127°14'43.15""E34°10'59.21""N127°15'28.37""E34°11'25.11""N127°16'02.92""E34°11'51.78""N127°16'22.26""E34°12'38.03""N127°17'06.06""E34°13'04.48""N127°17'08.14""E 34°13'17.91""N127°17'07.16""E34°13'36.85""N127°17'01.35""E34°13'17.79""N127°16'33.40""E34°12'11.23""N127°15'45.92""E)",2021-12-01,여수삼산해상풍력 ,박종호 
wind,504.0,"울산시  동측  60km  앞  공유수면(NO.01  (35°25′18.267″N,  130°5′37.887″E)   NO.02  (35°26′5.993″N, 130°4′41.435″E)NO.03 (35°26′53.214″N,  130°4′18.206″E)    NO.04  (35°27′43.824″N,  130°4′11.498″E)NO.05  (35°28′33.636″N, 130°4′24.317″E)    NO.06 (35°29′16.869″N,  130°4′56.720″E)NO.07  (35°29′52.658″N,  130°5′41.395″E)   NO.08  (35°30′12.754″N, 130°6′38.748″E)NO.09 (35°30′17.283″N,  130°7′40.760″E)    NO.10  (35°30′8.144″N,  130°8′42.162″E)NO.11  (35°29′42.732″N, 130°9′36.650″E)    NO.12 (35°29′4.691″N,  130°10′18.187″E)NO.13  (35°28′18.319″N,  130°10′43.774″E)    NO.14  (35°27′27.704″N,  130°10′51.788″E)NO.15 (35°26′41.012″N,    130°10′40.841″E)  NO.16  (35°26′18.074″N,  130°10′27.741″E)NO.17    (35°25′53.570″N,  130°10′6.754″E)  NO.18 (35°24′30.537″N,  130°8′23.099″E)",2021-11-01,귀신고래해상풍력발전3호 ,"최우진,신정원 "
wind,804.0,"울산시동측60km앞공유수면(NO.01(35°35'5.91""N,130°5 '18.79""E)NO.02(35°35'5.93""N,130°10'32.50""E)    NO.03  (35°33'47.19""N,     130°11'15.66""E)  NO.04 (35°33'7.10""N, 130°11'24.15""E)     NO.05  (35°31'22.31""N,     130°10'8.45""E)  NO.06 35°30'39.53""N,  130° 8'59.62""E)     NO.07  (35°30'36.05""N, 130°      6'42.24""E)  NO.08 (35°30'57.97""N,  130° 5'51.40""E)     NO.09  (35°29'41.78""N, 130°      4'53.50""E)  NO.10 (35°28'42.42""N,  130° 2'12.01""E)     NO.11  (35°29'5.33""N, 130°      0'11.44""E)  NO.12 (35°31'22.76""N, 129°58'27.95""E)     NO.13  (35°32'22.76""N,     129°57'54.88""E)",2021-11-01,파이어플라이플로팅오프쇼어윈드 ,Jacques Etienne Michel 
wind,420.0,"울산동측63km앞공유수면(*풍력발전기1(35°16'34.68""N/130°01'32.16""E)        *  풍력발전기2  (35° 15'  55.44""N  /      130°  01' 06.24""E)        *  풍력발전기3  (35° 13'  50.88""N  /      130°  00' 56.52""E)        *  풍력발전기4  (35° 13'  04.44""N  /      130°  01' 38.28""E)        *  풍력발전기5  (35° 12'  57.60""N  /      130°  02' 45.24""E) *  풍력발전기6  (35° 12'  50.40""N  /      130°  03' 52.56""E)        *  풍력발전기7  (35° 13'  22.80""N  /      130°  05' 25.44""E)        *  풍력발전기8  (35° 14'  02.04""N  /      130°  05' 51.00""E)        *  풍력발전기9  (35° 15'  27.72""N  /      130°  05' 35.16""E)        *  풍력발전기10  (35° 16'  13.80""N  /      130°  04' 53.76""E)        *  풍력발전기11  (35° 17'  00.24""N  /      130°  04' 12.00""E)        *  풍력발전기12  (35° 17'  07.08""N  /      130°  03' 05.04""E)",2021-11-01,문무바람 ,주영규 
solar,99.0,당진시 석문면 교로리  2304  외  117필지,2021-11-01,당진행복솔라 충남,차태병
others,19.8,강원도  태백시  동점동  동 점산업단지  블록  3-3,2021-12-01,거산에너지 ,김선웅 
gas,19.8,강원도 태백시 동점동 동점산업단지 블록 3-4(태백시 동점산업단지내),2021-12-01,티비에너지,김선웅
gas,19.8,강원도  태백시  동점동  동점산업단지  블록  3-6(동점산업단지내),2021-12-01,동점그린에너지,김선웅
gas,211.2,전북  군산시 새만금산업단지  5공구 산-13일원,2021-12-01,세레스홀딩스,이조앤
others,18.48,경기평택시고덕면해창리1278-1,2021-12-01,한국지역난방공사,황창화
gas,6.16,강원도정선군사북읍사북리산155-38일원(하이원리조트부지내),2021-12-01,한국서부발전,박형덕
gas,97.68,"울산남구여천동198,209-37(울산미포국가산업단지내)",2021-12-01,울산클린하이,이연규
gas,500.0,충남공주시이인면만수리산37-7(남공주일반산단내),2021-12-01,한국서부발전,사장
wind,52.8,"강원도  영월군  김삿갓면 옥동리  산10-1,  대야리  산1,  산7,  와석리  산1-3",2022-01-01,한국동명발전 ,겅광진 
wind,5.3,"경북  군위군  삼국유사면 화북리  1269-24,  1269-28",2022-01-01,자영풍력,"박소영,김정상"
wind,5.3,"경북  군위군  삼국유사면 화수리  산45-1,  산44",2022-01-01,자영풍력,"박소영,김정상"
wind,5.3,"경북  군위군  삼국유사면 화수리  산45-1,  산44",2022-01-01,자영풍력,"박소영,김정상"
solar,60.0,충남  태안군  원북면  방갈리  796번지  외  51필지,2022-01-01,태안햇들원태양광,전종수
gas,39.6,경북  예천군  지보면  매창리  939번지  일원,2022-01-01,지에스건설,임병용
others,18.48,전남  여수시  산단중앙로 275(여수국가산단내),2022-01-01,에코원에너지,이봉희
wind,870.0,"울산광역시  동측  87km  배타적  경제수역내 (35°32’1.28""N,   130°13’31.59""E, 35°26'40.15""N, 130°13'22.08""E   35°31'53.03""N, 130°18'42.97""E, 35°26'23.09""N,   130°18'38.57""E 35°32'21.50""N, 130°21'32.69""E,   35°27'55.30""N, 130°21'27.94""E 35°32'9.01""N,   130°28'4.32""E, 35°27'48.48""N, 130°27'57.22""E  )",2022-01-01,한국부유식풍력 ,스피리돈  마르 티니스
wind,8.4,"경북  영덕군  영덕읍  매정리  산54,  축산면  고곡리 산139-3번지  일원",2022-02-01,한국바람,이교택
wind,504.0,울산  동측  60km  앞  공유수면(NO.01  (35°18′51.971″N  130°3′41.239″E) NO.02    (35°18′9.418″N130°3′2.405″E)NO.03 (35°17′38.160″N  130°2′13.409″E)  NO.04    (35°17′20.787″N130°1′14.976″E)NO.05  (35°17′19.003″N 130°0′12.825″E)  NO.06   (35°17′30.987″N129°59′12.036″E)NO.07  (35°18′1.355″N  129°58′21.476″E) NO.08    (35°18′41.339″N129°57′43.176″E)NO.09 (35°19′29.018″N  129°57′21.892″E)  NO.10    (35°20′19.721″N129°57′19.706″E)NO.11  (35°21′8.485″N 129°57′36.833″E)  NO.12 (35°21′50.540″N129°58′11.595″E)NO.13  (35°22′21.771″N  129°59′0.591″E) NO.14    (35°22′39.126″N129°59′59.024″E)NO.15 (35°22′40.908″N  130°1′1.175″E)  NO.16    (35°22′26.944″N130°2′0.959″E)NO.17  (35°22′9.826″N 130°2′39.013″E)  NO.18   (35°21′45.533″N130°3′8.047″ENO.19  (35°20′8.409″N  130°4′34.250″E)),2022-02-01,귀신고래해상풍력발전1호 ,"최우진,신정원 "
wind,520.0,"울산시  온산  해안  동측 80km  공유수면  일원(No.01    (35°24'49.77""N, 130°16'36.12""E)  No.02 (35°24'53.20""N,   130°10'59.15""E)No.03 (35°19'48.13""N, 130°10'54.70""E)  No.04   (35°19'44.71""N, 130°16'31.32""E))",2022-02-01,해울이해상풍력발전1 ,토 마 스위 브 폴센 
wind,518.0,"울산시  온산  해안  동측 85km  공유수면  일원(No.01  (35°16'22.19""N,   130°15'51.07""E)  No.02 (35°14'26.04""N, 130°20'34.18""E)  No.03   (35°9'35.83""N, 130°17'37.34""E)  No.04 (35°11'31.85""N,   130°12'54.37""E))",2022-02-01,해울이해상풍력발전3,토 마 스위 브 폴센
wind,450.0,"울산시  동측  90km  배타적 경제수역내(35°27’23.26""N, 130°19’4.98""E  ,   35°27’16.68""N, 130°25’37.21""E 35°23’6.08""N, 130°19’4.58""E    , 35°23’0.21""N, 130°25’30.25""E)",2022-02-01,이스트블루파워 ,스 피 리돈  마르티니스 
wind,420.0,"울산  동측  70km  앞  공유수면(풍력발전기135°  17' 21.33216859""  N  /  130° 06'    53.34078363""  E*  풍력발전기235°  18' 07.68978353""  N  /  130° 07'    22.01858796""  E*  풍력발전기435°  15' 41.39010558""  N  /  130° 07'    51.28696848""  E*  풍력발전기735°  14' 51.41629094""  N  /  130° 08'    20.24550916""  E*  풍력발전기835°  18' 50.42303954""  N  /  130° 08'    48.37813241""  E*  풍력발전기1135°  16' 33.21841595""  N  /  130° 07'    30.28924358""  E*  풍력발전기1435°  14' 47.79105270""  N  /  130° 09'    17.86983504""  E*  풍력발전기1535°  18' 46.79322100""  N  /  130° 09'    46.04897812""  E*  풍력발전기2035°  14' 44.15821802""  N  /  130° 10'    15.49251799""  E*  풍력발전기2135°  18' 43.15578764""  N  /  130° 10'    43.71817691""  E*  풍력발전기2435°  17' 53.17113694""  N  /  130° 11'    12.66404630""  E*  풍력발전기2635°  17' 03.18464723""  N  /  130° 11'    41.60021587""  E*  풍력발전기2735°  15' 26.85813589""  N  /  130° 11'    41.81550527""  E*  풍력발전기2835°  16' 13.19631494""  N  /  130° 12'    10.52670279""  E)",2022-02-01,문무바람 ,주영규 
wind,420.0,"울산동측70km앞공유수면(*풍력발전기135°12'35.95250755""N/130°05'56.67256051""E*풍력발전기335°10'09.65619979""N/130°06'25.95511411""E*풍력발전기635°13'18.70538162""N/130°07'22.92104909""E*풍력발전기1135°09'16.07485194""N/130°07'52.45793676""E*풍력발전기1235°13'15.08804242""N/1 30°08'20.52811490""E*풍력발전기1735°09'12.45448166""N/130°08'50.01705437""E*풍력발전기1835°13'11.46311666""N/130°09'18.13354174""E*풍력발전기2335°13'07.83059868""N/130°10'15.73733155""E*풍력발전기2535°09'55.17411284""N/130°10'16.22922532""E*풍력발전기2635°12'17.84760788""N/130°10'44.65658265""E*풍력발전기2735°10'41.51952780""N/130°10'44.89310047""E*풍력발전기 2835°11'27.86278291""N/130°11'13.56617620""E)",2022-02-01,문무바람 ,주영규 
hydro,500.0,"충청북도  영동군  상촌면 고자리  일원,  양강면  산막리  일원",2022-02-01,한국수력원자력,정재훈
hydro,600.0,강원도  홍천군  화촌면  풍천리  일원,2022-02-01,한국수력원자력,정재훈
hydro,700.0,경기도  포천시  이동면  도평리  일원,2022-02-01,한국수력원자력,정재훈
gas,39.6,"경북  포항시  북구  흥해읍 용한리  산155-4,  죽천리   14-1,  14-2번지(영일만4일반산업단지내)",2022-02-01,지에스건설,임병용
